,id,status,output,expected_output,error,code,difficulty
0,60,wrong_output,,26033,,"def is_prime(n):
    if n <= 1:
        return False
    if n == 2:
        return True
    if n % 2 == 0:
        return False
    for i in range(3, int(n**0.5) + 1, 2):
        if n % i == 0:
            return False
    return True

def prime_pair_sets():
    primes = [3, 7, 109, 673]
    min_sum = float('inf')
    
    for i in range(len(primes)):
        for j in range(i+1, len(primes)):
            if is_prime(int(str(primes[i]) + str(primes[j]))) and is_prime(int(str(primes[j]) + str(primes[i]))):
                for k in range(j+1, len(primes)):
                    if is_prime(int(str(primes[i]) + str(primes[k]))) and is_prime(int(str(primes[k]) + str(primes[i]))) and is_prime(int(str(primes[j]) + str(primes[k]))) and is_prime(int(str(primes[k]) + str(primes[j]))):
                        for l in range(k+1, len(primes)):
                            if is_prime(int(str(primes[i]) + str(primes[l]))) and is_prime(int(str(primes[l]) + str(primes[i]))) and is_prime(int(str(primes[j]) + str(primes[l]))) and is_prime(int(str(primes[l]) + str(primes[j]))) and is_prime(int(str(primes[k]) + str(primes[l]))) and is_prime(int(str(primes[l]) + str(primes[k]))):
                                for m in range(l+1, len(primes)):
                                    if is_prime(int(str(primes[i]) + str(primes[m]))) and is_prime(int(str(primes[m]) + str(primes[i]))) and is_prime(int(str(primes[j]) + str(primes[m]))) and is_prime(int(str(primes[m]) + str(primes[j]))) and is_prime(int(str(primes[k]) + str(primes[m]))) and is_prime(int(str(primes[m]) + str(primes[k]))) and is_prime(int(str(primes[l]) + str(primes[m]))) and is_prime(int(str(primes[m]) + str(primes[l]))):
                                        sum_primes = primes[i] + primes[j] + primes[k] + primes[l] + primes[m]
                                        if sum_primes < min_sum:
                                            min_sum = sum_primes
    return min_sum",20
1,61,runtime_error,,28684,"Traceback (most recent call last):
  File ""/tmp/tmpc9m5wp21/tmp.py"", line 101, in <module>
    print(find_sum_of_cyclic_set())
  File ""/tmp/tmpc9m5wp21/tmp.py"", line 97, in find_sum_of_cyclic_set
    sum_of_set = sum(valid_sets[0])
IndexError: list index out of range
","
def generate_polygonal_numbers(polygon, limit):
    numbers = []
    n = 1
    while True:
        if polygon == ""triangle"":
            number = n * (n + 1) // 2
        elif polygon == ""square"":
            number = n ** 2
        elif polygon == ""pentagonal"":
            number = n * (3 * n - 1) // 2
        elif polygon == ""hexagonal"":
            number = n * (2 * n - 1)
        elif polygon == ""heptagonal"":
            number = n * (5 * n - 3) // 2
        elif polygon == ""octagonal"":
            number = n * (3 * n - 2)
        else:
            raise ValueError(""Invalid polygon type"")
        
        if number >= limit:
            break
        
        if number >= 1000:
            numbers.append(number)
            
        n += 1
    
    return numbers


def find_cyclic_set():
    polygonal_types = [""triangle"", ""square"", ""pentagonal"", ""hexagonal"", ""heptagonal"", ""octagonal""]
    sets = []
    
    for t1 in range(10, 100):
        for polygon1 in polygonal_types:
            numbers1 = generate_polygonal_numbers(polygon1, t1)
            for num1 in numbers1:
                last_two_digits = str(num1)[2:]

                for t2 in range(10, 100):
                    if str(t2) == last_two_digits:
                        for polygon2 in polygonal_types:
                            if polygon2 != polygon1:
                                numbers2 = generate_polygonal_numbers(polygon2, t2)
                                for num2 in numbers2:
                                    last_two_digits = str(num2)[2:]

                                    for t3 in range(10, 100):
                                        if str(t3) == last_two_digits:
                                            for polygon3 in polygonal_types:
                                                if polygon3 != polygon1 and polygon3 != polygon2:
                                                    numbers3 = generate_polygonal_numbers(polygon3, t3)
                                                    for num3 in numbers3:
                                                        last_two_digits = str(num3)[2:]

                                                        for t4 in range(10, 100):
                                                            if str(t4) == last_two_digits:
                                                                for polygon4 in polygonal_types:
                                                                    if polygon4 != polygon1 and polygon4 != polygon2 and polygon4 != polygon3:
                                                                        numbers4 = generate_polygonal_numbers(polygon4, t4)
                                                                        for num4 in numbers4:
                                                                            last_two_digits = str(num4)[2:]

                                                                            for t5 in range(10, 100):
                                                                                if str(t5) == last_two_digits:
                                                                                    for polygon5 in polygonal_types:
                                                                                        if polygon5 != polygon1 and polygon5 != polygon2 and polygon5 != polygon3 and polygon5 != polygon4:
                                                                                            numbers5 = generate_polygonal_numbers(polygon5, t5)
                                                                                            for num5 in numbers5:
                                                                                                last_two_digits = str(num5)[2:]

                                                                                                for t6 in range(10, 100):
                                                                                                    if str(t6) == last_two_digits:
                                                                                                        for polygon6 in polygonal_types:
                                                                                                            if polygon6 != polygon1 and polygon6 != polygon2 and polygon6 != polygon3 and polygon6 != polygon4 and polygon6 != polygon5:
                                                                                                                numbers6 = generate_polygonal_numbers(polygon6, t6)
                                                                                                                for num6 in numbers6:
                                                                                                                    last_two_digits = str(num6)[2:]

                                                                                                                    if str(t1) == last_two_digits:
                                                                                                                        set_of_numbers = [num1, num2, num3, num4, num5, num6]
                                                                                                                        sets.append(set_of_numbers)
    
    valid_sets = []
    for s in sets:
        unique_polygons = len(set([str(num)[:2] for num in s]))
        if unique_polygons == 6:
            valid_sets.append(s)
    
    return valid_sets


def find_sum_of_cyclic_set():
    valid_sets = find_cyclic_set()
    sum_of_set = sum(valid_sets[0])
    return sum_of_set


print(find_sum_of_cyclic_set())
",20
2,64,runtime_error,,1322,"Traceback (most recent call last):
  File ""/tmp/tmpfn13iqjj/tmp.py"", line 21, in <module>
    result = count_odd_periods(limit)
  File ""/tmp/tmpfn13iqjj/tmp.py"", line 16, in count_odd_periods
    if (len(memo) - 1) % 2 == 1:
NameError: name 'memo' is not defined
","
import math

def count_odd_periods(limit):
    count = 0
    for n in range(2, limit + 1):
        if math.isqrt(n) ** 2 == n:
            continue
        m = 0
        d = 1
        a = a0 = int(math.sqrt(n))
        while a != 2 * a0:
            m = d * a - m
            d = (n - m ** 2) // d
            a = (a0 + m) // d
        if (len(memo) - 1) % 2 == 1:
            count += 1
    return count

limit = 10000
result = count_odd_periods(limit)
print(result)
",20
3,70,timeout_error,,8319823,TIMEOUT,"
def is_permutation(n, m):
    # Convert numbers to strings
    n_str = str(n)
    m_str = str(m)
    
    # Check if the lengths are different
    if len(n_str) != len(m_str):
        return False
    
    # Count the occurrences of each digit in n
    n_count = [0] * 10
    for digit in n_str:
        n_count[int(digit)] += 1
    
    # Count the occurrences of each digit in m
    m_count = [0] * 10
    for digit in m_str:
        m_count[int(digit)] += 1
    
    # Compare the digit counts
    for i in range(10):
        if n_count[i] != m_count[i]:
            return False
    
    return True

def euler_totient(n):
    # Calculate the prime factors of n
    factors = set()
    i = 2
    while i * i <= n:
        if n % i:
            i += 1
        else:
            n //= i
            factors.add(i)
    if n > 1:
        factors.add(n)
    
    # Calculate Euler's Totient function
    result = n
    for factor in factors:
        result = result * (factor - 1) // factor
    
    return result

def find_minimum_ratio():
    min_ratio = float('inf')
    min_n = 0
    
    # Iterate through all numbers from 2 to 10^7
    for n in range(2, 10**7):
        totient = euler_totient(n)
        
        # Check if totient is a permutation of n
        if is_permutation(n, totient):
            ratio = n / totient
            
            # Check if the ratio is smaller than the current minimum
            if ratio < min_ratio:
                min_ratio = ratio
                min_n = n
    
    return min_n

# Call the function to find the minimum ratio
result = find_minimum_ratio()
print(result)
",20
4,72,timeout_error,,303963552391,TIMEOUT,"def gcd(a, b):
    while b != 0:
        a, b = b, a % b
    return a

def count_fractions(limit):
    count = 0
    for d in range(2, limit + 1):
        for n in range(1, d):
            if gcd(n, d) == 1:
                count += 1
    return count

limit = 1000000
result = count_fractions(limit)
print(result)",20
5,80,wrong_output,"6778
",40886,,"def square_root_digital_expansion():
    total = 0
    for num in range(1, 101):
        if num ** 0.5 % 1 != 0:
            decimal_digits = str(num ** 0.5)[:101]
            digit_sum = sum(int(digit) for digit in decimal_digits if digit.isdigit())
            total += digit_sum
    return total

print(square_root_digital_expansion())",20
6,87,wrong_output,"The number of numbers below fifty million that can be expressed as the sum of a prime square, prime cube, and prime fourth power is: 1056577
",1097343,,"
import math
from collections import defaultdict

def prime_power_triples(n):
    # Function to check if a number is prime
    def is_prime(num):
        if num < 2:
            return False
        for i in range(2, int(math.sqrt(num)) + 1):
            if num % i == 0:
                return False
        return True

    primes = []
    for i in range(2, int(math.sqrt(n)) + 1):
        if is_prime(i):
            primes.append(i)

    # Create a dictionary to store the count of numbers that can be expressed as the sum of a prime square, prime cube, and prime fourth power
    count_dict = defaultdict(int)

    # Loop through all possible combinations of prime square, prime cube, and prime fourth power
    for square in primes:
        for cube in primes:
            for fourth_power in primes:
                num = square**2 + cube**3 + fourth_power**4
                if num < n:
                    count_dict[num] += 1
                else:
                    break

    # Count the numbers that can be expressed as the sum of a prime square, prime cube, and prime fourth power
    count = sum(1 for num, count in count_dict.items() if count == 1)

    return count

n = 50000000
result = prime_power_triples(n)
print(""The number of numbers below fifty million that can be expressed as the sum of a prime square, prime cube, and prime fourth power is:"", result)
",20
7,145,timeout_error,,608720,TIMEOUT,"
def is_reversible(n):
    # Check if a number is reversible
    if n % 10 == 0:
        return False

    reverse = int(str(n)[::-1])
    sum_digits = n + reverse

    while sum_digits > 0:
        if sum_digits % 2 == 0:
            return False
        sum_digits //= 10

    return True

def count_reversible_numbers(limit):
    count = 0

    for i in range(1, limit):
        if is_reversible(i):
            count += 1

    return count

limit = 1000000000
reversible_count = count_reversible_numbers(limit)
print(""The number of reversible numbers below one billion is:"", reversible_count)
",20
8,315,timeout_error,,13625242,TIMEOUT,"def calculate_transitions():
    def is_prime(n):
        if n < 2:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    def digital_root(n):
        while n >= 10:
            n = sum(int(digit) for digit in str(n))
        return n

    def get_transitions(n):
        transitions = 0
        while n >= 10:
            transitions += 1
            n = digital_root(n)
        return transitions

    sam_transitions = 0
    max_transitions = 0

    for num in range(107, 2 * 10**7 + 1):
        if is_prime(num):
            sam_transitions += get_transitions(num)
            max_transitions += len(str(num)) - 1

    difference = sam_transitions - max_transitions
    return difference

difference = calculate_transitions()
print(difference)",20
9,323,wrong_output,,6.3551758451,,"
def bitwise_or_operations(sequence):
    x = 0
    i = 0
    while x != (2 ** 32 - 1):
        x = x | sequence[i]
        i += 1
    return round(i / len(sequence), 10)
",20
