,year,day,part,status,output,expected_output,error,code,kpass
0,2015,1,1,no_error,"74
",74,,"def find_floor(parentheses):
    floor = 0
    for p in parentheses:
        if p == ""("":
            floor += 1
        elif p == "")"":
            floor -= 1
    return floor

# Read input from file
with open('input.txt', 'r') as file:
    input_string = file.read()

# Call the function
result = find_floor(input_string)

# Print the result
print(result)",0.0
1,2015,1,2,no_error,"1795
",1795,,"def find_basement_position(parentheses):
    floor = 0
    position = 0
    for p in parentheses:
        position += 1
        if p == ""("":
            floor += 1
        elif p == "")"":
            floor -= 1
        if floor == -1:
            return position
    return -1

# Read input from file
with open('input.txt', 'r') as file:
    input_string = file.read()

# Call the function
result = find_basement_position(input_string)

# Print the result
print(result)",0.0
2,2015,2,1,no_error,1586300,1586300,,"
def calculate_wrapping_paper(dimensions):
    total_paper = 0
    for dimension in dimensions:
        l, w, h = map(int, dimension.split('x'))
        surface_area = 2*l*w + 2*w*h + 2*h*l
        slack = min(l*w, w*h, h*l)
        total_paper += surface_area + slack
    return total_paper

if __name__ == ""__main__"":
    with open('input.txt', 'r') as f:
        dimensions = f.read().split('\n')
    wrapping_paper_required = calculate_wrapping_paper(dimensions)
    print(""Total square feet of wrapping paper required:"", wrapping_paper_required)
",0.0
3,2015,2,2,no_error,3737498,3737498,,"
def calculate_ribbon(dimensions):
    total_ribbon = 0
    for dimension in dimensions:
        l, w, h = map(int, dimension.split('x'))
        shortest_distance = min(2*l + 2*w, 2*w + 2*h, 2*h + 2*l)
        volume = l * w * h
        total_ribbon += shortest_distance + volume
    return total_ribbon

if __name__ == ""__main__"":
    with open('input.txt', 'r') as f:
        dimensions = f.read().split('\n')
    ribbon_required = calculate_ribbon(dimensions)
    print(""Total feet of ribbon required:"", ribbon_required)
",0.0
4,2015,3,1,no_error,"2565
",2565,,"# Read the input
with open('input.txt', 'r') as file:
    moves = file.read().strip()

# Initialize variables
visited_houses = set()
x = 0
y = 0

# Santa starts at the origin
visited_houses.add((x, y))

# Process each move
for move in moves:
    if move == '^':
        y += 1
    elif move == 'v':
        y -= 1
    elif move == '>':
        x += 1
    elif move == '<':
        x -= 1

    # Add the current house to the set of visited houses
    visited_houses.add((x, y))

# Output the number of visited houses
print(len(visited_houses))",0.0
5,2015,3,2,wrong_output,"2565
",2639,,"# Read the input
with open('input.txt', 'r') as file:
    moves = file.read().strip()

# Initialize variables
visited_houses = set()
x = 0
y = 0

# Santa starts at the origin
visited_houses.add((x, y))

# Process each move
for i, move in enumerate(moves):
    if i % 2 == 0:  # Santa's turn
        if move == '^':
            y += 1
        elif move == 'v':
            y -= 1
        elif move == '>':
            x += 1
        elif move == '<':
            x -= 1
    else:  # Robo-Santa's turn
        if move == '^':
            y += 1
        elif move == 'v':
            y -= 1
        elif move == '>':
            x += 1
        elif move == '<':
            x -= 1

    # Add the current house to the set of visited houses
    visited_houses.add((x, y))

# Output the number of visited houses
print(len(visited_houses))",0.0
6,2015,4,1,no_error,"117946
",117946,,"import hashlib

def find_lowest_number(secret_key):
    number = 0
    while True:
        number += 1
        hash_string = secret_key + str(number)
        hash_value = hashlib.md5(hash_string.encode()).hexdigest()
        if hash_value.startswith('00000'):
            return number

# Read input from file
with open('input.txt', 'r') as file:
    secret_key = file.read().strip()

# Find the lowest number
lowest_number = find_lowest_number(secret_key)

# Print the result
print(lowest_number)",0.0
7,2015,4,2,no_error,"3938038
",3938038,,"import hashlib

def find_lowest_number(secret_key):
    number = 0
    while True:
        number += 1
        hash_string = secret_key + str(number)
        hash_value = hashlib.md5(hash_string.encode()).hexdigest()
        if hash_value.startswith('000000'):
            return number

# Read input from file
with open('input.txt', 'r') as file:
    secret_key = file.read().strip()

# Find the lowest number
lowest_number = find_lowest_number(secret_key)

# Print the result
print(lowest_number)",0.0
8,2015,5,1,no_error,"236
",236,,"# Read input from file
with open('input.txt', 'r') as file:
    lines = file.readlines()
    
# Remove newline characters
strings = [line.strip() for line in lines]

# Define function to check if a string is nice
def is_nice(string):
    vowels = ['a', 'e', 'i', 'o', 'u']
    
    # Condition 1: Check if string contains at least three vowels
    vowel_count = sum([1 for char in string if char in vowels])
    if vowel_count < 3:
        return False
    
    # Condition 2: Check if string contains a double letter
    for i in range(len(string) - 1):
        if string[i] == string[i+1]:
            break
    else:
        return False
    
    # Condition 3: Check if string contains any disallowed substrings
    disallowed_substrings = ['ab', 'cd', 'pq', 'xy']
    for substring in disallowed_substrings:
        if substring in string:
            return False
    
    return True

# Count the number of nice strings
nice_count = sum([1 for string in strings if is_nice(string)])

# Print the result
print(nice_count)",0.0
9,2015,5,2,wrong_output,"69
",51,,"# Read input from file
with open('input.txt', 'r') as file:
    lines = file.readlines()
    
# Remove newline characters
strings = [line.strip() for line in lines]

# Define function to check if a string is nice
def is_nice(string):
    # Condition 1: Check if string contains a pair of any two letters that appears at least twice
    pairs = [string[i:i+2] for i in range(len(string)-1)]
    if len(set(pairs)) == len(pairs):
        return False
    
    # Condition 2: Check if string contains at least one letter which repeats with exactly one letter between them
    for i in range(len(string)-2):
        if string[i] == string[i+2]:
            break
    else:
        return False
    
    return True

# Count the number of nice strings
nice_count = sum([1 for string in strings if is_nice(string)])

# Print the result
print(nice_count)",0.0
10,2015,6,1,runtime_error,,400410,"Traceback (most recent call last):
  File ""/tmp/tmpdwwb7j9x/tmp.py"", line 45, in <module>
    result = process_instructions(instructions)
  File ""/tmp/tmpdwwb7j9x/tmp.py"", line 31, in process_instructions
    x1 = int(coordinates[0])
ValueError: invalid literal for int() with base 10: 'off'
","
def turn_on_lights(lights, x1, y1, x2, y2):
    for i in range(x1, x2+1):
        for j in range(y1, y2+1):
            lights[i][j] = True

def turn_off_lights(lights, x1, y1, x2, y2):
    for i in range(x1, x2+1):
        for j in range(y1, y2+1):
            lights[i][j] = False

def toggle_lights(lights, x1, y1, x2, y2):
    for i in range(x1, x2+1):
        for j in range(y1, y2+1):
            lights[i][j] = not lights[i][j]

def count_on_lights(lights):
    count = 0
    for i in range(len(lights)):
        for j in range(len(lights[i])):
            if lights[i][j]:
                count += 1
    return count

def process_instructions(instructions):
    lights = [[False] * 1000 for _ in range(1000)]
    for instruction in instructions:
        parts = instruction.split(' ')
        command = parts[0]
        coordinates = parts[1].split(',')
        x1 = int(coordinates[0])
        y1 = int(coordinates[1])
        x2 = int(parts[3].split(',')[0])
        y2 = int(parts[3].split(',')[1])
        if command == 'turn on':
            turn_on_lights(lights, x1, y1, x2, y2)
        elif command == 'turn off':
            turn_off_lights(lights, x1, y1, x2, y2)
        elif command == 'toggle':
            toggle_lights(lights, x1, y1, x2, y2)
    return count_on_lights(lights)

with open('input.txt', 'r') as file:
    instructions = file.readlines()
    result = process_instructions(instructions)
    print(result)
",0.0
11,2015,6,2,part1_failed,,15343601,,,
